,symbol,full name,market,sector,sub-sector
680,SMART,บริษัท สมาร์ทคอนกรีต จำกัด (มหาชน),mai,PROPCON,
681,SMD,บริษัท เซนต์เมด จำกัด (มหาชน),mai,CONSUMP,
682,SMIT,บริษัท สหมิตรเครื่องกล จำกัด (มหาชน),SET,INDUS,STEEL
683,SMK,บริษัท สินมั่นคงประกันภัย จำกัด (มหาชน),SET,FINCIAL,INSUR
684,SMPC,บริษัท สหมิตรถังแก๊ส จำกัด (มหาชน),SET,INDUS,PKG
685,SMT,บริษัท สตาร์ส ไมโครอิเล็กทรอนิกส์ (ประเทศไทย) จำกัด (มหาชน),SET,TECH,ETRON
686,SNC,บริษัท เอส เอ็น ซี ฟอร์เมอร์ จำกัด (มหาชน),SET,INDUS,IMM
687,SNNP,บริษัท ศรีนานาพร มาร์เก็ตติ้ง จำกัด (มหาชน),SET,AGRO,FOOD
688,SNP,บริษัท เอส แอนด์ พี ซินดิเคท จำกัด (มหาชน),SET,AGRO,FOOD
689,SO,บริษัท สยามราชธานี จำกัด (มหาชน),SET,SERVICE,PROF
690,SOLAR,บริษัท โซลาร์ตรอน จำกัด (มหาชน),SET,RESOURC,ENERG
691,SONIC,บริษัท โซนิค อินเตอร์เฟรท จำกัด (มหาชน),mai,SERVICE,
692,SORKON,บริษัท ส. ขอนแก่นฟู้ดส์ จำกัด (มหาชน),SET,AGRO,FOOD
693,SPA,บริษัท สยามเวลเนสกรุ๊ป จำกัด (มหาชน),SET,SERVICE,TOURISM
694,SPACK,บริษัท เอส. แพ็ค แอนด์ พริ้นท์ จำกัด (มหาชน),SET,INDUS,PKG
695,SPALI,บริษัท ศุภาลัย จำกัด (มหาชน),SET,PROPCON,PROP
696,SPC,บริษัท สหพัฒนพิบูล จำกัด (มหาชน),SET,SERVICE,COMM
697,SPCG,บริษัท เอสพีซีจี จำกัด (มหาชน),SET,RESOURC,ENERG
698,SPG,บริษัท สยามภัณฑ์กรุ๊ป จำกัด (มหาชน),SET,INDUS,AUTO
699,SPI,บริษัท สหพัฒนาอินเตอร์โฮลดิ้ง จำกัด (มหาชน),SET,SERVICE,COMM
700,SPRC,บริษัท สตาร์ ปิโตรเลียม รีไฟน์นิ่ง จำกัด (มหาชน),SET,RESOURC,ENERG
701,SPREME,บริษัท สุพรีม ดิสทิบิวชั่น จำกัด (มหาชน),SET,TECH,ICT
702,SPRIME,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ เอส ไพรม์ โกรท,SET,PROPCON,PF&REIT
703,SPVI,บริษัท เอส พี วี ไอ จำกัด (มหาชน),mai,TECH,
704,SQ,บริษัท สหกลอิควิปเมนท์ จำกัด (มหาชน),SET,PROPCON,CONS
705,SR,บริษัท สยามราช จำกัด (มหาชน),mai,RESOURC,
706,SRICHA,บริษัท ศรีราชาคอนสตรัคชั่น จำกัด (มหาชน),SET,PROPCON,CONS
707,SRIPANWA,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์โรงแรมศรีพันวา,SET,PROPCON,PF&REIT
708,SRS,บริษัท สิริซอฟต์ จำกัด (มหาชน),mai,TECH,
709,SSC,บริษัท เสริมสุข จำกัด (มหาชน),SET,AGRO,FOOD
710,SSF,บริษัท สุรพลฟู้ดส์ จำกัด (มหาชน),SET,AGRO,FOOD
711,SSP,บริษัท เสริมสร้าง พาวเวอร์ คอร์ปอเรชั่น จำกัด (มหาชน),SET,RESOURC,ENERG
712,SSPF,กองทุนรวมอสังหาริมทรัพย์ศาลาแอทสาทร,SET,PROPCON,PF&REIT
713,SSSC,บริษัท ศูนย์บริการเหล็กสยาม จำกัด (มหาชน),SET,INDUS,STEEL
714,SST,บริษัท ทรัพย์ศรีไทย จำกัด (มหาชน),SET,AGRO,FOOD
715,SSTRT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์ทรัพย์ศรีไทย,SET,PROPCON,PF&REIT
716,STA,บริษัท ศรีตรังแอโกรอินดัสทรี จำกัด (มหาชน),SET,AGRO,AGRI
717,STANLY,บริษัท ไทยสแตนเลย์การไฟฟ้า จำกัด (มหาชน),SET,INDUS,AUTO
718,STC,บริษัท เอสทีซี คอนกรีตโปรดัคท์ จำกัด (มหาชน),mai,PROPCON,
719,STEC,บริษัท ซิโน-ไทย เอ็นจีเนียริ่งแอนด์คอนสตรัคชั่น จำกัด(มหาชน),SET,PROPCON,CONS
720,STECH,บริษัท สยามเทคนิคคอนกรีต จำกัด (มหาชน),SET,PROPCON,CONMAT
721,STGT,บริษัท ศรีตรังโกลฟส์ (ประเทศไทย) จำกัด (มหาชน),SET,CONSUMP,PERSON
722,STHAI,บริษัท ซันไทยอุตสาหกรรมถุงมือยาง จำกัด (มหาชน),SET,CONSUMP,PERSON
723,STI,บริษัท สโตนเฮ้นจ์ อินเตอร์ จำกัด (มหาชน),SET,PROPCON,CONS
724,STOWER,บริษัท สกาย ทาวเวอร์ จำกัด (มหาชน),mai,RESOURC,
725,STP,บริษัท สหไทยการพิมพ์และบรรจุภัณฑ์ จำกัด (มหาชน),mai,INDUS,
726,STPI,บริษัท เอสทีพี แอนด์ ไอ จำกัด (มหาชน),SET,PROPCON,CONS
727,STX,บริษัท สโตนวัน จำกัด (มหาชน),mai,PROPCON,
728,SUC,บริษัท สหยูเนี่ยน จำกัด (มหาชน),SET,CONSUMP,FASHION
729,SUN,บริษัท ซันสวีท จำกัด (มหาชน),SET,AGRO,FOOD
730,SUPER,บริษัท ซุปเปอร์ เอนเนอร์ยี คอร์เปอเรชั่น จำกัด (มหาชน),SET,RESOURC,ENERG
731,SUSCO,บริษัท ซัสโก้ จำกัด (มหาชน),SET,RESOURC,ENERG
732,SUTHA,บริษัท สุธากัญจน์ จำกัด (มหาชน),SET,INDUS,PETRO
733,SVI,บริษัท เอสวีไอ จำกัด (มหาชน),SET,TECH,ETRON
734,SVOA,บริษัท เอสวีโอเอ จำกัด (มหาชน),SET,TECH,ICT
735,SVR,บริษัท สิวารมณ์ เรียลเอสเตท จำกัด (มหาชน),mai,PROPCON,
736,SVT,บริษัท ซันเวนดิ้ง เทคโนโลยี จำกัด (มหาชน),SET,SERVICE,COMM
737,SWC,บริษัท เชอร์วู้ด คอร์ปอเรชั่น (ประเทศไทย) จำกัด (มหาชน),mai,INDUS,
738,SYMC,บริษัท ซิมโฟนี่ คอมมูนิเคชั่น จำกัด (มหาชน),SET,TECH,ICT
739,SYNEX,บริษัท ซินเน็ค (ประเทศไทย) จำกัด (มหาชน),SET,TECH,ICT
740,SYNTEC,บริษัท ซินเท็ค คอนสตรัคชั่น จำกัด (มหาชน),SET,PROPCON,CONS
741,TACC,บริษัท ที.เอ.ซี. คอนซูเมอร์ จำกัด (มหาชน),mai,AGRO,
742,TAE,บริษัท ไทย อะโกร เอ็นเนอร์ยี่ จำกัด (มหาชน),SET,RESOURC,ENERG
743,TAKUNI,บริษัท ทาคูนิ กรุ๊ป จำกัด (มหาชน),mai,RESOURC,
744,TAN,บริษัท ธนจิรา รีเทล คอร์ปอเรชั่น จำกัด (มหาชน),SET,SERVICE,COMM
745,TAPAC,บริษัท ทาพาโก้ จำกัด (มหาชน),mai,PROPCON,
746,TASCO,บริษัท ทิปโก้แอสฟัลท์ จำกัด (มหาชน),SET,PROPCON,CONMAT
747,TBN,บริษัท ทีบีเอ็น คอร์ปอเรชั่น จำกัด (มหาชน),mai,TECH,
748,TC,บริษัท ทรอปิคอลแคนนิ่ง (ประเทศไทย) จำกัด (มหาชน),SET,AGRO,FOOD
749,TCAP,บริษัท ทุนธนชาต จำกัด (มหาชน),SET,FINCIAL,BANK
750,TCC,บริษัท ไทย แคปปิตอล คอร์ปอเรชั่น จำกัด (มหาชน),SET,RESOURC,ENERG
751,TCJ,บริษัท ที.ซี.เจ.เอเซีย จำกัด (มหาชน),SET,INDUS,IMM
752,TCMC,บริษัท ทีซีเอ็ม คอร์ปอเรชั่น จำกัด (มหาชน),SET,CONSUMP,HOME
753,TCOAT,บริษัท อุตสาหกรรมผ้าเคลือบพลาสติกไทย จำกัด (มหาชน),SET,INDUS,PKG
754,TEAM,บริษัท ทีมพรีซิชั่น จำกัด (มหาชน),SET,TECH,ETRON
755,TEAMG,บริษัท ทีม คอนซัลติ้ง เอนจิเนียริ่ง แอนด์ แมเนจเมนท์ จำกัด (มหาชน),SET,PROPCON,CONS
756,TEGH,บริษัท ไทยอีสเทิร์น กรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน),SET,AGRO,AGRI
757,TEKA,บริษัท ฑีฆาก่อสร้าง จำกัด (มหาชน),SET,PROPCON,CONS
758,TERA,บริษัท เทอร์ราไบท์ พลัส จำกัด (มหาชน),mai,TECH,
759,TFG,บริษัท ไทยฟู้ดส์ กรุ๊ป จำกัด (มหาชน),SET,AGRO,FOOD
760,TFI,บริษัท ไทยฟิวเจอร์อินคอร์ปอเรชั่น จำกัด (มหาชน),SET,INDUS,PKG
761,TFM,บริษัท ไทยยูเนี่ยน ฟีดมิลล์ จำกัด (มหาชน),SET,AGRO,AGRI
762,TFMAMA,บริษัท ไทยเพรซิเดนท์ฟูดส์ จำกัด (มหาชน),SET,AGRO,FOOD
763,TGE,บริษัท ท่าฉาง กรีน เอ็นเนอร์ยี่ จำกัด (มหาชน),SET,RESOURC,ENERG
764,TGH,บริษัท ไทยกรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน),SET,FINCIAL,INSUR
765,TGPRO,บริษัท ไทย-เยอรมัน โปรดักส์ จำกัด (มหาชน),SET,INDUS,STEEL
766,TH,บริษัท ตงฮั้ว โฮลดิ้ง จำกัด (มหาชน),SET,FINCIAL,FIN
767,THAI,บริษัท การบินไทย จำกัด (มหาชน),SET,SERVICE,TRANS
768,THANA,บริษัท ธนาสิริ กรุ๊ป จำกัด (มหาชน),mai,PROPCON,
769,THANI,บริษัท ราชธานีลิสซิ่ง จำกัด (มหาชน),SET,FINCIAL,FIN
770,THCOM,บริษัท ไทยคม จำกัด (มหาชน),SET,TECH,ICT
771,THE,บริษัท เดอะ สตีล จำกัด (มหาชน),SET,INDUS,STEEL
772,THG,บริษัท ธนบุรี เฮลท์แคร์ กรุ๊ป จำกัด (มหาชน),SET,SERVICE,HELTH
773,THIP,บริษัท ทานตะวันอุตสาหกรรม จำกัด (มหาชน),SET,INDUS,PKG
774,THMUI,บริษัท ไทยมุ้ย คอร์ปอเรชั่น จำกัด (มหาชน),mai,SERVICE,
775,THRE,บริษัท ไทยรับประกันภัยต่อ จำกัด (มหาชน),SET,FINCIAL,INSUR
776,THREL,บริษัท ไทยรีประกันชีวิต จำกัด (มหาชน),SET,FINCIAL,INSUR
777,TIDLOR,บริษัท เงินติดล้อ จำกัด (มหาชน),SET,FINCIAL,FIN
778,TIF1,กองทุนรวมอสังหาริมทรัพย์ไทยอินดัสเตรียล 1,SET,PROPCON,PF&REIT
779,TIGER,บริษัท ไทย อิงเกอร์ โฮลดิ้ง จำกัด (มหาชน),mai,PROPCON,
780,TIPCO,บริษัท ทิปโก้ฟูดส์ จำกัด (มหาชน),SET,AGRO,FOOD
781,TIPH,บริษัท ทิพย กรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน),SET,FINCIAL,INSUR
782,TISCO,บริษัท ทิสโก้ไฟแนนเชียลกรุ๊ป จำกัด (มหาชน),SET,FINCIAL,BANK
783,TITLE,บริษัท ร่มโพธิ์ พร็อพเพอร์ตี้ จำกัด (มหาชน),mai,PROPCON,
784,TK,บริษัท ฐิติกร จำกัด (มหาชน),SET,FINCIAL,FIN
785,TKC,บริษัท เทิร์นคีย์ คอมมูนิเคชั่น เซอร์วิส จำกัด (มหาชน),SET,TECH,ICT
786,TKN,บริษัท เถ้าแก่น้อย ฟู๊ดแอนด์มาร์เก็ตติ้ง จำกัด (มหาชน),SET,AGRO,FOOD
787,TKS,บริษัท ที.เค.เอส. เทคโนโลยี จำกัด (มหาชน),SET,SERVICE,MEDIA
788,TKT,บริษัท ที.กรุงไทยอุตสาหกรรม จำกัด (มหาชน),SET,INDUS,AUTO
789,TLHPF,กองทุนรวมอสังหาริมทรัพย์ ไทยแลนด์ โฮสพีทาลิตี้,SET,PROPCON,PF&REIT
790,TLI,บริษัท ไทยประกันชีวิต จำกัด (มหาชน),SET,FINCIAL,INSUR
791,TM,บริษัท เทคโนเมดิคัล จำกัด (มหาชน),mai,CONSUMP,
792,TMC,บริษัท ที.เอ็ม.ซี. อุตสาหกรรม จำกัด (มหาชน),mai,INDUS,
793,TMD,บริษัท อุตสาหกรรมถังโลหะไทย จำกัด (มหาชน),SET,INDUS,PKG
794,TMI,บริษัท ธีระมงคล อุตสาหกรรม จำกัด (มหาชน),mai,INDUS,
795,TMILL,บริษัท ที เอส ฟลาวมิลล์ จำกัด (มหาชน),mai,AGRO,
796,TMT,บริษัท ทีเอ็มที สตีล จำกัด (มหาชน),SET,INDUS,STEEL
797,TMW,บริษัท ไทยมิตซูวา จำกัด (มหาชน),mai,INDUS,
798,TNDT,บริษัท ไทย เอ็น ดี ที จำกัด (มหาชน),mai,SERVICE,
799,TNH,บริษัท โรงพยาบาลไทยนครินทร์ จำกัด (มหาชน),mai,SERVICE,
800,TNITY,บริษัท ทรีนีตี้ วัฒนา จำกัด (มหาชน),SET,FINCIAL,FIN
801,TNL,บริษัท ธนูลักษณ์ จำกัด (มหาชน),SET,FINCIAL,FIN
802,TNP,บริษัท ธนพิริยะ จำกัด (มหาชน),mai,SERVICE,
803,TNPC,บริษัท ไทยนามพลาสติกส์ จำกัด (มหาชน),SET,INDUS,AUTO
804,TNPF,กองทุนรวมอสังหาริมทรัพย์และสิทธิการเช่าตรีนิตี้,SET,PROPCON,PF&REIT
805,TNR,บริษัท ไทยนิปปอนรับเบอร์อินดัสตรี้ จำกัด (มหาชน),SET,CONSUMP,PERSON
806,TOA,บริษัท ทีโอเอ เพ้นท์ (ประเทศไทย) จำกัด (มหาชน),SET,PROPCON,CONMAT
807,TOG,บริษัท ไทยออพติคอล กรุ๊ป จำกัด (มหาชน),SET,CONSUMP,PERSON
808,TOP,บริษัท ไทยออยล์ จำกัด (มหาชน),SET,RESOURC,ENERG
809,TOPP,บริษัท ไทย โอ.พี.พี. จำกัด (มหาชน),SET,INDUS,PKG
810,TPA,บริษัท ไทยโพลีอะคริลิค จำกัด (มหาชน),SET,INDUS,PETRO
811,TPAC,บริษัท พลาสติค และหีบห่อไทย จำกัด (มหาชน),SET,INDUS,PKG
812,TPBI,บริษัท ทีพีบีไอ จำกัด (มหาชน),SET,INDUS,PKG
813,TPCH,บริษัท ทีพีซี เพาเวอร์โฮลดิ้ง จำกัด (มหาชน),mai,RESOURC,
814,TPCS,บริษัท ทีพีซีเอส จำกัด (มหาชน),SET,INDUS,IMM
815,TPIPL,บริษัท ทีพีไอ โพลีน จำกัด (มหาชน),SET,PROPCON,CONMAT
816,TPIPP,บริษัท ทีพีไอ โพลีน เพาเวอร์ จำกัด (มหาชน),SET,RESOURC,ENERG
817,TPL,บริษัท ไทยพาร์เซิล จำกัด (มหาชน),mai,SERVICE,
818,TPLAS,บริษัท ไทยอุตสาหกรรมพลาสติก (1994) จำกัด (มหาชน),mai,INDUS,
819,TPOLY,บริษัท ไทยโพลีคอนส์ จำกัด (มหาชน),SET,PROPCON,CONS
820,TPP,บริษัท ไทยบรรจุภัณฑ์และการพิมพ์ จำกัด (มหาชน),SET,INDUS,PKG
821,TPRIME,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าไทยแลนด์ ไพร์ม พร็อพเพอร์ตี้,SET,PROPCON,PF&REIT
822,TPS,บริษัท เดอะแพรคทิเคิลโซลูชั่น จำกัด (มหาชน),mai,TECH,
823,TQM,บริษัท ทีคิวเอ็ม อัลฟา จำกัด (มหาชน),SET,FINCIAL,INSUR
824,TQR,บริษัท ที คิว อาร์ จำกัด (มหาชน),mai,FINCIAL,
825,TR,บริษัท ไทยเรยอน จำกัด (มหาชน),SET,CONSUMP,FASHION
826,TRC,บริษัท ทีอาร์ซี คอนสตรัคชั่น จำกัด (มหาชน),SET,PROPCON,CONS
827,TRITN,บริษัท ไทรทัน โฮลดิ้ง จำกัด (มหาชน),SET,PROPCON,CONS
828,TRP,บริษัท เอสเตติก คอนเนค จำกัด (มหาชน),mai,SERVICE,
829,TRT,บริษัท ถิรไทย จำกัด (มหาชน),mai,INDUS,
830,TRU,บริษัท ไทยรุ่งยูเนียนคาร์ จำกัด (มหาชน),SET,INDUS,AUTO
831,TRUBB,บริษัท ไทยรับเบอร์ลาเท็คซ์กรุ๊ป จำกัด (มหาชน),SET,AGRO,AGRI
832,TRUE,บริษัท ทรู คอร์ปอเรชั่น จำกัด (มหาชน),SET,TECH,ICT
833,TRV,บริษัท ที.อาร์.วี. รับเบอร์ โปรดักส์ จำกัด (มหาชน),mai,INDUS,
834,TSC,บริษัท ไทยสตีลเคเบิล จำกัด (มหาชน),SET,INDUS,AUTO
835,TSE,บริษัท ไทย โซล่าร์ เอ็นเนอร์ยี่ จำกัด (มหาชน),SET,RESOURC,ENERG
836,TSI,บริษัท ไทยเศรษฐกิจประกันภัย จำกัด (มหาชน),SET,FINCIAL,INSUR
837,TSTE,บริษัท ทีเอสทีอี จำกัด (มหาชน),SET,SERVICE,TRANS
838,TSTH,บริษัท ทาทา สตีล (ประเทศไทย) จำกัด (มหาชน),SET,INDUS,STEEL
839,TTA,บริษัท โทรีเซนไทย เอเยนต์ซีส์ จำกัด (มหาชน),SET,SERVICE,TRANS
840,TTB,ธนาคารทหารไทยธนชาต จำกัด (มหาชน),SET,FINCIAL,BANK
841,TTCL,บริษัท ทีทีซีแอล จำกัด (มหาชน),SET,PROPCON,CONS
842,TTI,บริษัท โรงงานผ้าไทย จำกัด (มหาชน),SET,CONSUMP,FASHION
843,TTLPF,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์ตลาดไท,SET,PROPCON,PF&REIT
844,TTT,บริษัท โทเร เท็กซ์ไทล์ (ประเทศไทย) จำกัด (มหาชน),SET,CONSUMP,FASHION
845,TTW,บริษัท ทีทีดับบลิว จำกัด (มหาชน),SET,RESOURC,ENERG
846,TU,บริษัท ไทยยูเนี่ยน กรุ๊ป จำกัด (มหาชน),SET,AGRO,FOOD
847,TU-PF,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์ ที ยู โดม เรสซิเดนท์เชียล คอมเพล็กซ์,SET,PROPCON,PF&REIT
848,TURTLE,บริษัท ซุปเปอร์ เทอร์เทิล จำกัด (มหาชน),mai,SERVICE,
849,TVDH,บริษัท ทีวีดี โฮลดิ้งส์ จำกัด (มหาชน),mai,SERVICE,
850,TVH,บริษัท ไทยวิวัฒน์ โฮลดิ้งส์ จำกัด (มหาชน),SET,FINCIAL,INSUR
851,TVO,บริษัท น้ำมันพืชไทย จำกัด (มหาชน),SET,AGRO,FOOD
852,TVT,บริษัท ทีวี ธันเดอร์ จำกัด (มหาชน),mai,SERVICE,
853,TWP,บริษัท ไทยไวร์โพรดัคท์ จำกัด (มหาชน),SET,INDUS,STEEL
854,TWPC,บริษัท ไทยวา จำกัด (มหาชน),SET,AGRO,FOOD
855,TWZ,บริษัท ทีดับบลิวแซด คอร์ปอเรชั่น จำกัด (มหาชน),SET,TECH,ICT
856,TYCN,บริษัทไทยคูน เวิลด์ไวด์ กรุ๊ป (ประเทศไทย) จำกัด (มหาชน),SET,INDUS,STEEL
857,UAC,บริษัท ยูเอซี โกลบอล จำกัด (มหาชน),SET,INDUS,PETRO
858,UBA,บริษัท ยูทิลิตี้ บิสิเนส อัลลายแอนซ์ จำกัด (มหาชน),mai,SERVICE,
859,UBE,บริษัท อุบล ไบโอ เอทานอล จำกัด (มหาชน),SET,RESOURC,ENERG
860,UBIS,บริษัท ยูบิส (เอเชีย) จำกัด (มหาชน),mai,INDUS,
861,UEC,บริษัท ยูนิมิต เอนจิเนียริ่ง จำกัด (มหาชน),mai,INDUS,
862,UKEM,บริษัท ยูเนี่ยน ปิโตรเคมีคอล จำกัด (มหาชน),mai,INDUS,
863,UMI,บริษัท สหโมเสคอุตสาหกรรม จำกัด (มหาชน),SET,PROPCON,CONMAT
864,UMS,บริษัท ยูนิค ไมนิ่ง เซอร์วิสเซส จำกัด (มหาชน),mai,RESOURC,
865,UNIQ,บริษัท ยูนิค เอ็นจิเนียริ่ง แอนด์ คอนสตรัคชั่น จำกัด (มหาชน),SET,PROPCON,CONS
866,UOBKH,บริษัทหลักทรัพย์ ยูโอบี เคย์เฮียน (ประเทศไทย) จำกัด (มหาชน),SET,FINCIAL,FIN
867,UP,บริษัท ยูเนี่ยนพลาสติก จำกัด (มหาชน),SET,INDUS,PETRO
868,UPF,บริษัท ยูเนี่ยนไพโอเนียร์ จำกัด (มหาชน),SET,CONSUMP,FASHION
869,UPOIC,บริษัท สหอุตสาหกรรมน้ำมันปาล์ม จำกัด (มหาชน),SET,AGRO,AGRI
870,UREKA,บริษัท ยูเรกา ดีไซน์ จำกัด (มหาชน),mai,INDUS,
871,UTP,บริษัท ยูไนเต็ด เปเปอร์ จำกัด (มหาชน),SET,INDUS,PAPER
872,UV,บริษัท ยูนิเวนเจอร์ จำกัด (มหาชน),SET,PROPCON,PROP
873,UVAN,บริษัท ยูนิวานิชน้ำมันปาล์ม จำกัด (มหาชน),SET,AGRO,AGRI
874,VARO,บริษัท วโรปกรณ์ จำกัด (มหาชน),SET,INDUS,IMM
875,VCOM,บริษัท วินท์คอม เทคโนโลยี จำกัด (มหาชน),mai,TECH,
876,VGI,บริษัท วีจีไอ จำกัด (มหาชน),SET,SERVICE,MEDIA
877,VIBHA,บริษัท โรงพยาบาลวิภาวดี จำกัด (มหาชน),SET,SERVICE,HELTH
878,VIH,บริษัท ศรีวิชัยเวชวิวัฒน์ จำกัด (มหาชน),SET,SERVICE,HELTH
879,VL,บริษัท วี.แอล.เอ็นเตอร์ไพรส์ จำกัด (มหาชน),mai,SERVICE,
880,VNG,บริษัท วนชัย กรุ๊ป จำกัด (มหาชน),SET,PROPCON,CONMAT
881,VPO,บริษัท วิจิตรภัณฑ์ปาล์มออยล์ จำกัด (มหาชน),SET,AGRO,AGRI
882,VRANDA,บริษัท วีรันดา รีสอร์ท จำกัด (มหาชน),SET,SERVICE,TOURISM
883,W,บริษัท วาว แฟคเตอร์ จำกัด (มหาชน),SET,AGRO,FOOD
884,WACOAL,บริษัท ไทยวาโก้ จำกัด (มหาชน),SET,CONSUMP,FASHION
885,WARRIX,บริษัท วอริกซ์ สปอร์ต จำกัด (มหาชน),mai,CONSUMP,
886,WAVE,บริษัท เวฟ เอกซ์โพเนนเชียล จำกัด (มหาชน),SET,SERVICE,PROF
887,WELL,บริษัท เวล แมเนจเม้นท์ คอร์ปอเรชั่น จำกัด (มหาชน),mai,PROPCON,
888,WFX,บริษัท เวิลด์เฟล็กซ์ จำกัด (มหาชน),SET,CONSUMP,FASHION
889,WGE,บริษัท เวล เกรด เอ็นจิเนียริ่ง จำกัด (มหาชน),SET,PROPCON,CONS
890,WHA,บริษัท ดับบลิวเอชเอ คอร์ปอเรชั่น จำกัด (มหาชน),SET,PROPCON,PROP
891,WHABT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าดับบลิวเอชเอ บิสซิเนส คอมเพล็กซ์,SET,PROPCON,PF&REIT
892,WHAIR,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ดับบลิวเอชเอ อินดัสเตรียล,SET,PROPCON,PF&REIT
893,WHART,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าดับบลิวเอชเอ พรีเมี่ยม โกรท,SET,PROPCON,PF&REIT
894,WHAUP,บริษัท ดับบลิวเอชเอ ยูทิลิตี้ส์ แอนด์ พาวเวอร์ จำกัด (มหาชน),SET,RESOURC,ENERG
895,WICE,บริษัท ไวส์ โลจิสติกส์ จำกัด (มหาชน),SET,SERVICE,TRANS
896,WIIK,บริษัท วิค จำกัด (มหาชน),SET,PROPCON,CONMAT
897,WIN,บริษัท สวนอุตสาหกรรม วินโคสท์ จำกัด (มหาชน),SET,PROPCON,PROP
898,WINDOW,บริษัท วินโดว์ เอเชีย จำกัด (มหาชน),SET,PROPCON,CONMAT
899,WINMED,บริษัท วินเนอร์ยี่ เมดิคอล จำกัด (มหาชน),mai,CONSUMP,
900,WINNER,บริษัท วินเนอร์กรุ๊ป เอ็นเตอร์ไพรซ์ จำกัด (มหาชน),mai,AGRO,
901,WORK,บริษัท เวิร์คพอยท์ เอ็นเทอร์เทนเมนท์ จำกัด (มหาชน),SET,SERVICE,MEDIA
902,WP,บริษัท ดับบลิวพี เอ็นเนอร์ยี่ จำกัด (มหาชน),SET,RESOURC,ENERG
903,WPH,บริษัท โรงพยาบาลวัฒนแพทย์ ตรัง จำกัด (มหาชน),SET,SERVICE,HELTH
904,XO,บริษัท เอ็กโซติค ฟู้ด จำกัด (มหาชน),mai,AGRO,
905,XPG,บริษัท เอ็กซ์สปริง แคปปิตอล จำกัด (มหาชน),SET,FINCIAL,FIN
906,YGG,บริษัท อิ๊กดราซิล กรุ๊ป จำกัด (มหาชน),mai,SERVICE,
907,YONG,บริษัท ยงคอนกรีต จำกัด (มหาชน),mai,PROPCON,
908,YUASA,บริษัท ยัวซ่าแบตเตอรี่ ประเทศไทย จำกัด (มหาชน),mai,INDUS,
909,ZAA,บริษัท ซาเล็คต้า จำกัด (มหาชน),SET,SERVICE,MEDIA
910,ZEN,บริษัท เซ็น คอร์ปอเรชั่น กรุ๊ป จำกัด (มหาชน),SET,AGRO,FOOD
911,ZIGA,บริษัท ซิก้า อินโนเวชั่น จำกัด (มหาชน),mai,INDUS,
